sequence_index,phase,local_normalized_time,mean_attention_weight,p05_attention_weight,p95_attention_weight
295,cooling,0.47738693467336685,0.0019139996,0.0008712261565960944,0.0029789175139740107
296,cooling,0.4824120603015075,0.0019201672,0.000873198511544615,0.002989508747123182
297,cooling,0.48743718592964824,0.0019262986,0.0008753019676078111,0.002995300129987299
298,cooling,0.49246231155778897,0.0019323906,0.0008776050060987472,0.003002083976753056
299,cooling,0.49748743718592964,0.0019384362,0.0008815234992653132,0.0030087630730122323
300,cooling,0.5025125628140703,0.0019444373,0.0008839297050144523,0.00301778360735625
301,cooling,0.507537688442211,0.0019503894,0.0008863894443493336,0.003023941069841385
302,cooling,0.5125628140703518,0.001956271,0.0008888384967576712,0.00302947002928704
303,cooling,0.5175879396984925,0.0019621088,0.0008913497382309288,0.00303911380469799
304,cooling,0.5226130653266332,0.001967894,0.000893889059079811,0.0030449148500338195
305,cooling,0.5276381909547738,0.0019735834,0.0008960889768786729,0.0030590492766350503
306,cooling,0.5326633165829145,0.001979231,0.0008989180263597518,0.003070862940512597
307,cooling,0.5376884422110553,0.0019848158,0.0009006521373521537,0.0030803400091826915
308,cooling,0.542713567839196,0.0019903362,0.0009026533633004874,0.0030911842361092566
309,cooling,0.5477386934673367,0.0019957453,0.0009044339472893626,0.0030991107923910013
310,cooling,0.5527638190954774,0.0020011023,0.0009061715332791209,0.0031125619076192374
311,cooling,0.5577889447236181,0.0020063762,0.0009078722505364567,0.003118449123576283
312,cooling,0.5628140703517588,0.0020115678,0.000909623026382178,0.0031242775730788703
313,cooling,0.5678391959798995,0.0020166843,0.0009112735278904438,0.003129536611959338
314,cooling,0.5728643216080402,0.0020217248,0.0009129169920925051,0.0031372031429782498
315,cooling,0.577889447236181,0.002026658,0.0009147404867690057,0.003145782393403351
316,cooling,0.5829145728643216,0.002031536,0.0009177071915473789,0.003153912676498294
317,cooling,0.5879396984924623,0.0020363263,0.000920059741474688,0.003162937494926154
318,cooling,0.592964824120603,0.0020410505,0.0009216601320076734,0.0031750076217576862
319,cooling,0.5979899497487438,0.0020456433,0.0009233922755811363,0.003182584210298955
320,cooling,0.6030150753768845,0.0020501881,0.0009249840048141778,0.003188992501236498
321,cooling,0.6080402010050251,0.002054651,0.0009266150707844645,0.0031982258427888147
322,cooling,0.6130653266331658,0.002059002,0.0009283294260967523,0.0032037561992183322
